"video_src","start_time","duration","type","seamless_start_time","seamless_duration","match_id","subtitle","subtitleskill","home_team","visiting_team","video_time","code","set_number","home_team_score","visiting_team_score","file"
"9sKfoTSCUf8",1787,8,"youtube",1787,8,"2d5b1a2c1f508fd8caa7997881fa920a|722ad8a874128a5652739f038a196515","Set 2 - BCV Caluso 5 - 3 Vela","Sara Celeste - Float serve : #","BCV Caluso","Vela",1792,"*02SH#~~~62C",2,6,3,NA
"9sKfoTSCUf8",2098,8,"youtube",2098,8,"2d5b1a2c1f508fd8caa7997881fa920a|722ad8a874128a5652739f038a196515","Set 2 - BCV Caluso 12 - 11 Vela","Isabella Boni - Float serve : #","BCV Caluso","Vela",2103,"*04SH#~~~68A",2,13,11,NA
